1|285
2|285
3|285
4|285
5|285
6|285
7|285
8|285
9|285
10|285
11|285
12|285
1|285
2|285
1|288
2|288
3|288
4|288
5|288
6|288
7|288
8|288
9|288
10|288
11|288
12|288
13|288
14|288
15|288
1|288
2|288
3|288
4|288
5|288
6|288
7|288
8|288
9|288
10|288
11|288
12|288
13|288
14|288
15|288
16|288
17|288
18|288
19|288
20|288
21|288
22|288
1|282
1|286
2|286
3|286
4|286
5|286
6|286
7|286
8|286
1|289
2|289
3|289
4|289
5|289
6|289
7|289
8|289
9|289
10|289
1|283
2|283
3|283
4|283
1|281
2|281
3|281
4|281
1|289
2|289
3|289
4|289
5|289
6|289
7|289
8|289
9|289
10|289
11|289
1|288
2|288
3|288
1|281
2|281
3|281
4|281
5|281
6|281
7|281
8|281
9|281
10|281
11|281
1|288
1|283
2|283
3|283
4|283
5|283
6|283
7|283
8|283
9|283
1|281
2|281
3|281
4|281
5|281
1|284
2|284
3|284
4|284
5|284
6|284
7|284
8|284
9|284
10|284
11|284
12|284
1|287
2|287
3|287
4|287
5|287
6|287
7|287
8|287
9|287
10|287
11|287
12|287
13|287
14|287
15|287
16|287
17|287
18|287
19|287
1|284
2|284
3|284
1|287
2|287
3|287
4|287
5|287
6|287
7|287
8|287
9|287
10|287
11|287
12|287
13|287
14|287
15|287
1|281
2|281
3|281
4|281
5|281
1|289
2|289
3|289
4|289
5|289
6|289
7|289
8|289
9|289
10|289
11|289
12|289
13|289
1|285
2|285
3|285
4|285
5|285
6|285
1|285
2|285
3|285
4|285
1|289
2|289
3|289
1|281
2|281
3|281
4|281
5|281
6|281
7|281
8|281
9|281
10|281
11|281
1|281
2|281
3|281
4|281
1|283
1|287
2|287
3|287
4|287
5|287
6|287
7|287
8|287
9|287
10|287
11|287
12|287
13|287
14|287
15|287
16|287
17|287
18|287
19|287
20|287
21|287
22|287
23|287
24|287
25|287
26|287
27|287
28|287
1|281
2|281
3|281
4|281
5|281
6|281
7|281
8|281
9|281
10|281
1|285
2|285
3|285
4|285
5|285
6|285
7|285
8|285
9|285
10|285
11|285
1|285
1|281
2|281
3|281
4|281
5|281
6|281
7|281
8|281
9|281
10|281
1|288
2|288
3|288
4|288
1|285
2|285
3|285
4|285
5|285
6|285
7|285
8|285
9|285
10|285
1|284
2|284
3|284
4|284
1|284
2|284
3|284
1|289
2|289
3|289
4|289
5|289
1|272
2|272
3|272
4|272
5|272
6|272
7|272
8|272
9|272
10|272
11|272
1|288
2|288
3|288
4|288
5|288
6|288
7|288
8|288
9|288
10|288
11|288
1|281
2|281
3|281
4|281
5|281
6|281
7|281
8|281
9|281
10|281
11|281
12|281
1|288
1|288
2|288
3|288
4|288
5|288
6|288
1|288
1|284
2|284
3|284
4|284
5|284
6|284
7|284
8|284
9|284
10|284
11|284
12|284
13|284
1|288
2|288
1|288
2|288
3|288
4|288
5|288
6|288
7|288
8|288
9|288
10|288
11|288
12|288
13|288
14|288
1|281
2|281
3|281
4|281
5|281
6|281
7|281
8|281
9|281
10|281
11|281
12|281
13|281
1|282
2|282
3|282
4|282
1|286
2|286
3|286
4|286
5|286
6|286
7|286
8|286
9|286
10|286
11|286
12|286
1|285
2|285
3|285
4|285
5|285
6|285
7|285
8|285
9|285
1|283
2|283
3|283
4|283
1|283
2|283
3|283
4|283
5|283
6|283
7|283
8|283
9|283
10|283
11|283
12|283
13|283
14|283
1|286
2|286
3|286
1|286
2|286
3|286
4|286
5|286
6|286
7|286
8|286
9|286
10|286
11|286
12|286
13|286
14|286
15|286
16|286
17|286
18|286
1|282
2|282
3|282
4|282
5|282
6|282
7|282
8|282
9|282
10|282
1|281
2|281
3|281
4|281
5|281
1|287
2|287
3|287
4|287
5|287
6|287
7|287
8|287
9|287
10|287
11|287
12|287
13|287
14|287
1|282
2|282
3|282
4|282
5|282
6|282
7|282
8|282
9|282
10|282
11|282
12|282
13|282
14|282
15|282
16|282
1|283
1|281
2|281
3|281
4|281
5|281
6|281
7|281
8|281
1|286
2|286
3|286
4|286
5|286
6|286
7|286
8|286
9|286
10|286
1|281
2|281
1|284
2|284
3|284
4|284
5|284
6|284
7|284
8|284
9|284
10|284
11|284
12|284
13|284
1|283
2|283
3|283
4|283
5|283
6|283
7|283
8|283
1|288
1|282
2|282
1|288
2|288
3|288
4|288
5|288
6|288
7|288
8|288
9|288
10|288
11|288
12|288
13|288
14|288
15|288
16|288
17|288
18|288
19|288
20|288
21|288
1|285
1|284
2|284
1|288
2|288
3|288
4|288
5|288
6|288
7|288
8|288
9|288
1|287
2|287
3|287
4|287
5|287
6|287
7|287
8|287
9|287
10|287
11|287
12|287
13|287
1|288
1|286
2|286
3|286
4|286
5|286
6|286
7|286
1|283
2|283
3|283
4|283
5|283
1|282
2|282
3|282
4|282
5|282
6|282
7|282
8|282
9|282
10|282
11|282
12|282
13|282
14|282
1|283
2|283
3|283
4|283
5|283
6|283
7|283
8|283
9|283
10|283
11|283
12|283
13|283
1|285
2|285
3|285
4|285
5|285
6|285
7|285
8|285
9|285
1|282
2|282
3|282
4|282
5|282
6|282
7|282
8|282
9|282
10|282
1|285
2|285
3|285
4|285
5|285
6|285
7|285
8|285
9|285
10|285
11|285
12|285
13|285
14|285
15|285
16|285
17|285
18|285
19|285
20|285
1|283
2|283
3|283
4|283
5|283
6|283
7|283
8|283
9|283
10|283
11|283
12|283
1|285
2|285
3|285
4|285
5|285
6|285
7|285
8|285
9|285
10|285
11|285
1|283
2|283
3|283
4|283
5|283
6|283
7|283
8|283
9|283
10|283
11|283
12|283
13|283
14|283
1|281
2|281
3|281
4|281
5|281
6|281
7|281
8|281
9|281
10|281
11|281
12|281
13|281
14|281
15|281
16|281
17|281
18|281
19|281
20|281
21|281
22|281
1|281
2|281
3|281
1|286
2|286
3|286
4|286
5|286
6|286
7|286
8|286
9|286
10|286
11|286
12|286
13|286
14|286
15|286
1|282
2|282
3|282
4|282
5|282
6|282
7|282
8|282
9|282
10|282
11|282
12|282
13|282
14|282
15|282
16|282
1|283
2|283
3|283
4|283
5|283
6|283
7|283
8|283
9|283
10|283
11|283
12|283
1|287
2|287
3|287
4|287
5|287
1|282
2|282
3|282
4|282
5|282
6|282
7|282
8|282
9|282
10|282
11|282
12|282
13|282
14|282
1|289
2|289
3|289
4|289
5|289
6|289
7|289
8|289
9|289
10|289
11|289
12|289
13|289
14|289
1|281
2|281
3|281
1|289
2|289
3|289
4|289
5|289
6|289
7|289
8|289
9|289
1|283
2|283
1|288
2|288
3|288
4|288
5|288
6|288
7|288
8|288
1|282
1|288
2|288
3|288
4|288
5|288
6|288
7|288
8|288
9|288
10|288
11|288
12|288
13|288
14|288
15|288
16|288
1|272
1|284
2|284
3|284
4|284
1|288
2|288
1|288
2|288
3|288
4|288
5|288
6|288
7|288
8|288
9|288
10|288
11|288
12|288
13|288
14|288
15|288
16|288
17|288
18|288
19|288
20|288
21|288
1|287
1|282
2|282
3|282
1|287
2|287
3|287
4|287
5|287
6|287
7|287
1|283
2|283
3|283
4|283
5|283
6|283
7|283
8|283
1|287
2|287
3|287
4|287
5|287
6|287
7|287
8|287
9|287
1|281
2|281
1|283
2|283
3|283
4|283
5|283
6|283
7|283
8|283
9|283
10|283
11|283
12|283
1|285
2|285
3|285
4|285
5|285
6|285
1|287
2|287
3|287
4|287
5|287
6|287
1|285
2|285
3|285
4|285
1|285
2|285
3|285
4|285
5|285
1|284
2|284
3|284
4|284
5|284
1|284
2|284
1|283
2|283
3|283
4|283
1|285
1|283
2|283
3|283
4|283
5|283
6|283
7|283
8|283
9|283
10|283
11|283
12|283
13|283
14|283
15|283
16|283
17|283
18|283
19|283
20|283
21|283
1|287
2|287
1|286
2|286
3|286
4|286
5|286
6|286
7|286
8|286
9|286
10|286
11|286
12|286
13|286
14|286
15|286
1|283
2|283
3|283
4|283
5|283
6|283
7|283
